race_id,office,state,district,special,new_map,redistricting_status,lean_vintage,incumbent_party,open_seat,note,lean,lean_source,lag_margin,lag_cycle,inc_status,incumbency,fund_dem,fund_rep,fund_share_dem,fund_logratio,provenance
H-MI-01,House,MI,1,False,False,census_map,2022,R,,,-23.75547,538_2022,-21.234366617489265,2024.0,incumbent_running,-1.0,,,,,mirror
H-MI-02,House,MI,2,False,False,census_map,2022,R,,,-31.02191,538_2022,-33.448372418620934,2024.0,incumbent_running,-1.0,,,,,mirror
H-MI-03,House,MI,3,False,False,census_map,2022,D,,,2.744693,538_2022,9.887958047914651,2024.0,incumbent_running,1.0,,,,,mirror
H-MI-04,House,MI,4,False,False,census_map,2022,R,,,-8.712607,538_2022,-11.70643727234939,2024.0,incumbent_running,-1.0,,,,,mirror
H-MI-05,House,MI,5,False,False,census_map,2022,R,,,-27.44294,538_2022,-32.92044423191404,2024.0,incumbent_running,-1.0,,,,,mirror
H-MI-06,House,MI,6,False,False,census_map,2022,D,,,21.13806,538_2022,27.02457059910965,2024.0,incumbent_running,1.0,,,,,mirror
H-MI-07,House,MI,7,False,False,census_map,2022,R,,,-3.487974,538_2022,-3.7175768220850145,2024.0,incumbent_running,-1.0,,,,,mirror
H-MI-08,House,MI,8,False,False,census_map,2022,D,,,-1.201374,538_2022,6.639095086603042,2024.0,incumbent_running,1.0,,,,,mirror
H-MI-09,House,MI,9,False,False,census_map,2022,R,,,-33.46297,538_2022,-37.25776207825935,2024.0,incumbent_running,-1.0,,,,,mirror
H-MI-10,House,MI,10,False,False,census_map,2022,R,,,-5.404607,538_2022,-6.1307168334897,2024.0,incumbent_running,-1.0,,,,,mirror
H-MI-11,House,MI,11,False,False,census_map,2022,D,,,14.86063,538_2022,18.607579393871738,2024.0,incumbent_running,1.0,,,,,mirror
H-MI-12,House,MI,12,False,False,census_map,2022,D,,,43.95626,538_2022,44.25431706827254,2024.0,incumbent_running,1.0,,,,,mirror
H-MI-13,House,MI,13,False,False,census_map,2022,D,,,45.90776,538_2022,44.107396572039704,2024.0,incumbent_running,1.0,,,,,mirror
H-MN-01,House,MN,1,False,False,census_map,2022,R,,,-13.93831,538_2022,-17.09582336911184,2024.0,incumbent_running,-1.0,,,,,mirror
H-MN-02,House,MN,2,False,False,census_map,2022,D,,,1.158694,538_2022,13.45014245696936,2024.0,incumbent_running,1.0,,,,,mirror
H-MN-03,House,MN,3,False,False,census_map,2022,D,,,14.35376,538_2022,16.97280731624265,2024.0,incumbent_running,1.0,,,,,mirror
H-MN-04,House,MN,4,False,False,census_map,2022,D,,,32.09563,538_2022,34.672878299814705,2024.0,incumbent_running,1.0,,,,,mirror
H-MN-05,House,MN,5,False,False,census_map,2022,D,,,57.11019,538_2022,49.80899993448171,2024.0,incumbent_running,1.0,,,,,mirror
H-MN-06,House,MN,6,False,False,census_map,2022,R,,,-22.85337,538_2022,-25.032413276478046,2024.0,incumbent_running,-1.0,,,,,mirror
H-MN-07,House,MN,7,False,False,census_map,2022,R,,,-36.62228,538_2022,-41.002535146347086,2024.0,incumbent_running,-1.0,,,,,mirror
H-MN-08,House,MN,8,False,False,census_map,2022,R,,,-14.93217,538_2022,-16.075198170804015,2024.0,incumbent_running,-1.0,,,,,mirror
H-MS-01,House,MS,1,False,False,census_map,2022,R,,,-34.88673,538_2022,-39.61834110763505,2024.0,incumbent_running,-1.0,,,,,mirror
H-MS-02,House,MS,2,False,False,census_map,2022,D,,,23.13287,538_2022,24.030386172130207,2024.0,incumbent_running,1.0,,,,,mirror
H-MS-03,House,MS,3,False,False,census_map,2022,R,,,-28.1043,538_2022,,,incumbent_running,-1.0,,,,,mirror
H-MS-04,House,MS,4,False,False,census_map,2022,R,,,-41.94463,538_2022,-47.89972014604663,2024.0,incumbent_running,-1.0,,,,,mirror
H-MO-01,House,MO,1,False,False,census_map,2022,D,,,52.22362,538_2022,57.559110214310124,2024.0,incumbent_running,1.0,,,,,mirror
H-MO-02,House,MO,2,False,False,census_map,2022,R,,,-15.00905,538_2022,-11.99555547255784,2024.0,incumbent_running,-1.0,,,,,mirror
H-MO-03,House,MO,3,False,False,census_map,2022,R,,,-32.49918,538_2022,-26.012133627883387,2024.0,incumbent_running,-1.0,,,,,mirror
H-MO-04,House,MO,4,False,False,census_map,2022,R,,,-44.84298,538_2022,-44.65949859993,2024.0,incumbent_running,-1.0,,,,,mirror
H-MO-05,House,MO,5,False,False,census_map,2022,D,,,19.79319,538_2022,23.78309819268579,2024.0,incumbent_running,1.0,,,,,mirror
H-MO-06,House,MO,6,False,False,census_map,2022,R,,,-42.23775,538_2022,-43.7678911260015,2024.0,incumbent_running,-1.0,,,,,mirror
H-MO-07,House,MO,7,False,False,census_map,2022,R,,,-47.12061,538_2022,-45.281459654006326,2024.0,incumbent_running,-1.0,,,,,mirror
H-MO-08,House,MO,8,False,False,census_map,2022,R,,,-55.91422,538_2022,-54.372247685809285,2024.0,incumbent_running,-1.0,,,,,mirror
H-MT-01,House,MT,1,False,False,census_map,2022,R,,,-9.988488,538_2022,-7.678749852606238,2024.0,incumbent_running,-1.0,,,,,mirror
H-MT-02,House,MT,2,False,False,census_map,2022,R,,,-29.68839,538_2022,-31.9798943911158,2024.0,incumbent_running,-1.0,,,,,mirror
H-NE-01,House,NE,1,False,False,census_map,2022,R,,,-16.99171,538_2022,-20.208167097677666,2024.0,incumbent_running,-1.0,,,,,mirror
H-NE-02,House,NE,2,False,False,census_map,2022,R,,,-2.553308,538_2022,-1.8530233622725873,2024.0,incumbent_running,-1.0,,,,,mirror
H-NE-03,House,NE,3,False,False,census_map,2022,R,,,-56.56481,538_2022,-60.83668023040744,2024.0,incumbent_running,-1.0,,,,,mirror
H-NV-01,House,NV,1,False,False,census_map,2022,D,,,4.010317,538_2022,7.505442878423295,2024.0,incumbent_running,1.0,,,,,mirror
H-NV-02,House,NV,2,False,False,census_map,2022,R,,,-13.49788,538_2022,,,incumbent_running,-1.0,,,,,mirror
H-NV-03,House,NV,3,False,False,census_map,2022,D,,,1.756517,538_2022,2.744449337787472,2024.0,incumbent_running,1.0,,,,,mirror
H-NV-04,House,NV,4,False,False,census_map,2022,D,,,5.27305,538_2022,8.086849725772574,2024.0,incumbent_running,1.0,,,,,mirror
H-NH-01,House,NH,1,False,False,census_map,2022,D,,,-1.061432,538_2022,8.063129603920771,2024.0,incumbent_running,1.0,,,,,mirror
H-NH-02,House,NH,2,False,False,census_map,2022,D,,,2.242335,538_2022,5.960137360782149,2024.0,incumbent_running,1.0,,,,,mirror
H-NJ-01,House,NJ,1,False,False,census_map,2022,D,,,19.31425,538_2022,17.841356007311802,2024.0,incumbent_running,1.0,,,,,mirror
H-NJ-02,House,NJ,2,False,False,census_map,2022,R,,,-9.870381,538_2022,-16.9067865023411,2024.0,incumbent_running,-1.0,,,,,mirror
H-NJ-03,House,NJ,3,False,False,census_map,2022,D,,,8.208885,538_2022,8.585342201515736,2024.0,incumbent_running,1.0,,,,,mirror
H-NJ-04,House,NJ,4,False,False,census_map,2022,R,,,-28.64708,538_2022,-35.72780218553731,2024.0,incumbent_running,-1.0,,,,,mirror
H-NJ-05,House,NJ,5,False,False,census_map,2022,D,,,6.075619,538_2022,11.278669980020368,2024.0,incumbent_running,1.0,,,,,mirror
H-NJ-06,House,NJ,6,False,False,census_map,2022,D,,,14.54368,538_2022,15.725712178239661,2024.0,incumbent_running,1.0,,,,,mirror
H-NJ-07,House,NJ,7,False,False,census_map,2022,R,,,-3.991048,538_2022,-5.402435801742243,2024.0,incumbent_running,-1.0,,,,,mirror
H-NJ-08,House,NJ,8,False,False,census_map,2022,D,,,45.80719,538_2022,24.5379005412548,2024.0,incumbent_running,1.0,,,,,mirror
H-NJ-09,House,NJ,9,False,False,census_map,2022,D,,,16.24119,538_2022,4.892748615828765,2024.0,incumbent_running,1.0,,,,,mirror
H-NJ-10,House,NJ,10,False,False,census_map,2022,D,,,57.45015,538_2022,52.17784174309112,2024.0,incumbent_running,1.0,,,,,mirror
H-NJ-11,House,NJ,11,False,False,census_map,2022,D,,,10.15989,538_2022,14.736978445769026,2024.0,incumbent_running,1.0,,,,,mirror
H-NJ-12,House,NJ,12,False,False,census_map,2022,D,,,29.25628,538_2022,24.761860349437285,2024.0,incumbent_running,1.0,,,,,mirror
H-NM-01,House,NM,1,False,False,census_map,2022,D,,,11.53571,538_2022,12.737309226285127,2024.0,incumbent_running,1.0,,,,,mirror
H-NM-02,House,NM,2,False,False,census_map,2022,D,,,3.89851,538_2022,4.157966546309773,2024.0,incumbent_running,1.0,,,,,mirror
H-NM-03,House,NM,3,False,False,census_map,2022,D,,,4.77611,538_2022,12.5705984529881,2024.0,incumbent_running,1.0,,,,,mirror
H-NY-01,House,NY,1,False,False,census_map,2022,R,,,-5.411073,538_2022,-10.423067544501336,2024.0,incumbent_running,-1.0,,,,,mirror
H-NY-02,House,NY,2,False,False,census_map,2022,R,,,-6.004039,538_2022,-19.526649899604017,2024.0,incumbent_running,-1.0,,,,,mirror
H-NY-03,House,NY,3,False,False,census_map,2022,D,,,3.998761,538_2022,3.568477985481543,2024.0,incumbent_running,1.0,,,,,mirror
H-NY-04,House,NY,4,False,False,census_map,2022,D,,,10.45113,538_2022,2.290968741844594,2024.0,incumbent_running,1.0,,,,,mirror
H-NY-05,House,NY,5,False,False,census_map,2022,D,,,61.72219,538_2022,45.69682742431041,2024.0,incumbent_running,1.0,,,,,mirror
H-NY-06,House,NY,6,False,False,census_map,2022,D,,,30.65913,538_2022,22.97347626956565,2024.0,incumbent_running,1.0,,,,,mirror
H-NY-07,House,NY,7,False,False,census_map,2022,D,,,62.81329,538_2022,39.44588646879585,2024.0,incumbent_running,1.0,,,,,mirror
H-NY-08,House,NY,8,False,False,census_map,2022,D,,,52.5668,538_2022,50.567907633465,2024.0,incumbent_running,1.0,,,,,mirror
H-NY-09,House,NY,9,False,False,census_map,2022,D,,,51.08659,538_2022,47.988310740885275,2024.0,incumbent_running,1.0,,,,,mirror
H-NY-10,House,NY,10,False,False,census_map,2022,D,,,69.12236,538_2022,66.25300523264036,2024.0,incumbent_running,1.0,,,,,mirror
H-NY-11,House,NY,11,False,False,census_map,2022,R,,,-10.69397,538_2022,-28.08755654725516,2024.0,incumbent_running,-1.0,,,,,mirror
H-NY-12,House,NY,12,False,False,census_map,2022,D,,,67.81519,538_2022,60.853033763347945,2024.0,incumbent_running,1.0,,,,,mirror
H-NY-13,House,NY,13,False,False,census_map,2022,D,,,77.10876,538_2022,66.66483995743768,2024.0,incumbent_running,1.0,,,,,mirror
H-NY-14,House,NY,14,False,False,census_map,2022,D,,,56.82389,538_2022,38.24233579674995,2024.0,incumbent_running,1.0,,,,,mirror
H-NY-15,House,NY,15,False,False,census_map,2022,D,,,70.77099,538_2022,55.16350565475321,2024.0,incumbent_running,1.0,,,,,mirror
H-NY-16,House,NY,16,False,False,census_map,2022,D,,,40.4464,538_2022,43.02492141379774,2024.0,incumbent_running,1.0,,,,,mirror
H-NY-17,House,NY,17,False,False,census_map,2022,R,,,6.631194,538_2022,-6.309748411100692,2024.0,incumbent_running,-1.0,,,,,mirror
H-NY-18,House,NY,18,False,False,census_map,2022,D,,,2.797194,538_2022,14.33812677754208,2024.0,incumbent_running,1.0,,,,,mirror
H-NY-19,House,NY,19,False,False,census_map,2022,D,,,-0.9979393,538_2022,2.214695913267242,2024.0,incumbent_running,1.0,,,,,mirror
H-NY-20,House,NY,20,False,False,census_map,2022,D,,,13.70726,538_2022,20.2505547999141,2024.0,incumbent_running,1.0,,,,,mirror
H-NY-21,House,NY,21,False,False,census_map,2022,R,,,-16.49541,538_2022,-23.964261128958235,2024.0,incumbent_running,-1.0,,,,,mirror
H-NY-22,House,NY,22,False,False,census_map,2022,D,,,2.205094,538_2022,9.112031659902684,2024.0,incumbent_running,1.0,,,,,mirror
H-NY-23,House,NY,23,False,False,census_map,2022,R,,,-22.87477,538_2022,-31.569194396076618,2024.0,incumbent_running,-1.0,,,,,mirror
H-NY-24,House,NY,24,False,False,census_map,2022,R,,,-21.65131,538_2022,-31.315472430976584,2024.0,incumbent_running,-1.0,,,,,mirror
H-NY-25,House,NY,25,False,False,census_map,2022,D,,,13.41073,538_2022,21.62309051029718,2024.0,incumbent_running,1.0,,,,,mirror
H-NY-26,House,NY,26,False,False,census_map,2022,D,,,17.82643,538_2022,30.30121006896895,2024.0,incumbent_running,1.0,,,,,mirror
H-NC-01,House,NC,1,False,True,new_map,manual,D,,,-4.815506,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-NC-02,House,NC,2,False,True,new_map,manual,D,,,-4.815506,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-NC-03,House,NC,3,False,True,new_map,manual,R,,,-4.815506,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-NC-04,House,NC,4,False,True,new_map,manual,D,,,-4.815506,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-NC-05,House,NC,5,False,True,new_map,manual,R,,,-4.815506,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-NC-06,House,NC,6,False,True,new_map,manual,R,,,-4.815506,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-NC-07,House,NC,7,False,True,new_map,manual,R,,,-4.815506,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-NC-08,House,NC,8,False,True,new_map,manual,R,,,-4.815506,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-NC-09,House,NC,9,False,True,new_map,manual,R,,,-4.815506,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-NC-10,House,NC,10,False,True,new_map,manual,R,,,-4.815506,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-NC-11,House,NC,11,False,True,new_map,manual,R,,,-4.815506,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-NC-12,House,NC,12,False,True,new_map,manual,D,,,-4.815506,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-NC-13,House,NC,13,False,True,new_map,manual,R,,,-4.815506,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-NC-14,House,NC,14,False,True,new_map,manual,R,,,-4.815506,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-ND-01,House,ND,1,False,False,census_map,2022,R,,,-37.06978,538_2022,-38.87577928051874,2024.0,incumbent_running,-1.0,,,,,mirror
H-OH-01,House,OH,1,False,True,new_map,manual,D,,,-12.10644,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-OH-02,House,OH,2,False,True,new_map,manual,R,,,-12.10644,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-OH-03,House,OH,3,False,True,new_map,manual,D,,,-12.10644,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-OH-04,House,OH,4,False,True,new_map,manual,R,,,-12.10644,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-OH-05,House,OH,5,False,True,new_map,manual,R,,,-12.10644,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-OH-06,House,OH,6,False,True,new_map,manual,R,,,-12.10644,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-OH-07,House,OH,7,False,True,new_map,manual,R,,,-12.10644,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-OH-08,House,OH,8,False,True,new_map,manual,R,,,-12.10644,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-OH-09,House,OH,9,False,True,new_map,manual,D,,,-12.10644,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-OH-10,House,OH,10,False,True,new_map,manual,R,,,-12.10644,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-OH-11,House,OH,11,False,True,new_map,manual,D,,,-12.10644,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-OH-12,House,OH,12,False,True,new_map,manual,R,,,-12.10644,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-OH-13,House,OH,13,False,True,new_map,manual,D,,,-12.10644,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-OH-14,House,OH,14,False,True,new_map,manual,R,,,-12.10644,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-OH-15,House,OH,15,False,True,new_map,manual,R,,,-12.10644,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-OK-01,House,OK,1,False,False,census_map,2022,R,,,-28.18958,538_2022,-25.89719712896919,2024.0,incumbent_running,-1.0,,,,,mirror
H-OK-02,House,OK,2,False,False,census_map,2022,R,,,-54.82804,538_2022,-52.73171871349583,2024.0,incumbent_running,-1.0,,,,,mirror
H-OK-03,House,OK,3,False,False,census_map,2022,R,,,-46.74454,538_2022,,,incumbent_running,-1.0,,,,,mirror
H-OK-04,House,OK,4,False,False,census_map,2022,R,,,-35.24428,538_2022,-36.97585105376331,2024.0,incumbent_running,-1.0,,,,,mirror
H-OK-05,House,OK,5,False,False,census_map,2022,R,,,-23.90774,538_2022,-21.386583729651846,2024.0,incumbent_running,-1.0,,,,,mirror
H-OR-01,House,OR,1,False,False,census_map,2022,D,,,34.3844,538_2022,40.526036177061336,2024.0,incumbent_running,1.0,,,,,mirror
H-OR-02,House,OR,2,False,False,census_map,2022,R,,,-27.74686,538_2022,-31.08603683187809,2024.0,incumbent_running,-1.0,,,,,mirror
H-OR-03,House,OR,3,False,False,census_map,2022,D,,,43.01587,538_2022,42.48629508118277,2024.0,incumbent_running,1.0,,,,,mirror
H-OR-04,House,OR,4,False,False,census_map,2022,D,,,8.922438,538_2022,7.7705173392472915,2024.0,incumbent_running,1.0,,,,,mirror
H-OR-05,House,OR,5,False,False,census_map,2022,D,,,3.332605,538_2022,2.727433570981802,2024.0,incumbent_running,1.0,,,,,mirror
H-OR-06,House,OR,6,False,False,census_map,2022,D,,,7.193871,538_2022,6.852668367422169,2024.0,incumbent_running,1.0,,,,,mirror
H-PA-01,House,PA,1,False,False,census_map,2022,R,,,-0.2395934,538_2022,-12.806193788948534,2024.0,incumbent_running,-1.0,,,,,mirror
H-PA-02,House,PA,2,False,False,census_map,2022,D,,,41.22441,538_2022,42.92112777904857,2024.0,incumbent_running,1.0,,,,,mirror
H-PA-03,House,PA,3,False,False,census_map,2022,D,,,77.43448,538_2022,,,incumbent_running,1.0,,,,,mirror
H-PA-04,House,PA,4,False,False,census_map,2022,D,,,13.55191,538_2022,18.134978914346817,2024.0,incumbent_running,1.0,,,,,mirror
H-PA-05,House,PA,5,False,False,census_map,2022,D,,,27.68171,538_2022,30.576992945777825,2024.0,incumbent_running,1.0,,,,,mirror
H-PA-06,House,PA,6,False,False,census_map,2022,D,,,9.230706,538_2022,12.399615515797962,2024.0,incumbent_running,1.0,,,,,mirror
H-PA-07,House,PA,7,False,False,census_map,2022,R,,,-4.155027,538_2022,-1.0071557149020407,2024.0,incumbent_running,-1.0,,,,,mirror
H-PA-08,House,PA,8,False,False,census_map,2022,R,,,-8.123094,538_2022,-1.6235840383926217,2024.0,incumbent_running,-1.0,,,,,mirror
H-PA-09,House,PA,9,False,False,census_map,2022,R,,,-40.82453,538_2022,-41.01982207359566,2024.0,incumbent_running,-1.0,,,,,mirror
H-PA-10,House,PA,10,False,False,census_map,2022,R,,,-9.413727,538_2022,-1.2642826002891638,2024.0,incumbent_running,-1.0,,,,,mirror
H-PA-11,House,PA,11,False,False,census_map,2022,R,,,-26.02409,538_2022,-25.794110281592708,2024.0,incumbent_running,-1.0,,,,,mirror
H-PA-12,House,PA,12,False,False,census_map,2022,D,,,15.15441,538_2022,12.823740834350403,2024.0,incumbent_running,1.0,,,,,mirror
H-PA-13,House,PA,13,False,False,census_map,2022,R,,,-48.95369,538_2022,-48.399022356337824,2024.0,incumbent_running,-1.0,,,,,mirror
H-PA-14,House,PA,14,False,False,census_map,2022,R,,,-35.09616,538_2022,-33.14646458382428,2024.0,incumbent_running,-1.0,,,,,mirror
H-PA-15,House,PA,15,False,False,census_map,2022,R,,,-40.12046,538_2022,-42.93134580660033,2024.0,incumbent_running,-1.0,,,,,mirror
H-PA-16,House,PA,16,False,False,census_map,2022,R,,,-24.43703,538_2022,-27.30556546557259,2024.0,incumbent_running,-1.0,,,,,mirror
H-PA-17,House,PA,17,False,False,census_map,2022,D,,,0.6665065,538_2022,7.751287887863896,2024.0,incumbent_running,1.0,,,,,mirror
H-RI-01,House,RI,1,False,False,census_map,2022,D,,,32.00424,538_2022,31.028681518465252,2024.0,incumbent_running,1.0,,,,,mirror
H-RI-02,House,RI,2,False,False,census_map,2022,D,,,16.15041,538_2022,16.721572794899046,2024.0,incumbent_running,1.0,,,,,mirror
H-SC-01,House,SC,1,False,False,census_map,2022,R,,,-17.22457,538_2022,-16.613055527833012,2024.0,incumbent_running,-1.0,,,,,mirror
H-SC-02,House,SC,2,False,False,census_map,2022,R,,,-19.86564,538_2022,-19.288458561436585,2024.0,incumbent_running,-1.0,,,,,mirror
H-SC-03,House,SC,3,False,False,census_map,2022,R,,,-44.16833,538_2022,-46.35418919971273,2024.0,incumbent_running,-1.0,,,,,mirror
H-SC-04,House,SC,4,False,False,census_map,2022,R,,,-26.80227,538_2022,-22.49909068340194,2024.0,incumbent_running,-1.0,,,,,mirror
H-SC-05,House,SC,5,False,False,census_map,2022,R,,,-25.75934,538_2022,-27.1746116541322,2024.0,incumbent_running,-1.0,,,,,mirror
H-SC-06,House,SC,6,False,False,census_map,2022,D,,,24.6458,538_2022,22.77818267386111,2024.0,incumbent_running,1.0,,,,,mirror
H-SC-07,House,SC,7,False,False,census_map,2022,R,,,-25.89097,538_2022,-29.92042211114982,2024.0,incumbent_running,-1.0,,,,,mirror
H-SD-01,House,SD,1,False,False,census_map,2022,R,,,-32.0032,538_2022,-44.0889504755035,2024.0,incumbent_running,-1.0,,,,,mirror
H-TN-01,House,TN,1,False,False,census_map,2022,R,,,-60.55824,538_2022,-58.69309113595135,2024.0,incumbent_running,-1.0,,,,,mirror
H-TN-02,House,TN,2,False,False,census_map,2022,R,,,-36.0464,538_2022,-38.51609232859613,2024.0,incumbent_running,-1.0,,,,,mirror
H-TN-03,House,TN,3,False,False,census_map,2022,R,,,-37.66483,538_2022,-38.15795483090133,2024.0,incumbent_running,-1.0,,,,,mirror
H-TN-04,House,TN,4,False,False,census_map,2022,R,,,-45.6941,538_2022,-43.19196820481716,2024.0,incumbent_running,-1.0,,,,,mirror
H-TN-05,House,TN,5,False,False,census_map,2022,R,,,-15.4811,538_2022,-17.37886525058633,2024.0,incumbent_running,-1.0,,,,,mirror
H-TN-06,House,TN,6,False,False,census_map,2022,R,,,-35.15623,538_2022,-35.99749161106706,2024.0,incumbent_running,-1.0,,,,,mirror
H-TN-07,House,TN,7,False,False,census_map,2022,R,,,-20.80583,538_2022,-21.455667955965488,2024.0,incumbent_running,-1.0,,,,,mirror
H-TN-08,House,TN,8,False,False,census_map,2022,R,,,-43.43803,538_2022,-46.75323112107488,2024.0,incumbent_running,-1.0,,,,,mirror
H-TN-09,House,TN,9,False,False,census_map,2022,D,,,42.61397,538_2022,45.64578928311198,2024.0,incumbent_running,1.0,,,,,mirror
H-TX-01,House,TX,1,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-02,House,TX,2,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-03,House,TX,3,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-04,House,TX,4,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-05,House,TX,5,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-06,House,TX,6,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-07,House,TX,7,False,True,new_map,manual,D,,,-12.90278,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-TX-08,House,TX,8,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-09,House,TX,9,False,True,new_map,manual,D,,,-12.90278,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-TX-10,House,TX,10,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-11,House,TX,11,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-12,House,TX,12,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-13,House,TX,13,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-14,House,TX,14,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-15,House,TX,15,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-16,House,TX,16,False,True,new_map,manual,D,,,-12.90278,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-TX-17,House,TX,17,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-18,House,TX,18,False,True,new_map,manual,D,,,-12.90278,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-TX-19,House,TX,19,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-20,House,TX,20,False,True,new_map,manual,D,,,-12.90278,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-TX-21,House,TX,21,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-22,House,TX,22,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-23,House,TX,23,False,True,new_map,manual,,,,-12.90278,state_fallback_new_map,,,open,0.0,,,,,mirror
H-TX-24,House,TX,24,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-25,House,TX,25,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-26,House,TX,26,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-27,House,TX,27,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-28,House,TX,28,False,True,new_map,manual,D,,,-12.90278,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-TX-29,House,TX,29,False,True,new_map,manual,D,,,-12.90278,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-TX-30,House,TX,30,False,True,new_map,manual,D,,,-12.90278,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-TX-31,House,TX,31,False,True,new_map,manual,R,,,-12.90278,state_fallback_new_map,,,incumbent_running,-1.0,,,,,mirror
H-TX-32,House,TX,32,False,True,new_map,manual,D,,,-12.90278,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-TX-33,House,TX,33,False,True,new_map,manual,D,,,-12.90278,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-TX-34,House,TX,34,False,True,new_map,manual,D,,,-12.90278,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
H-TX-35,House,TX,35,False,True,new_map,manual,D,,,-12.90278,state_fallback_new_map,,,incumbent_running,1.0,,,,,mirror
